feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,is_right_hand,timestamp,session_id,label
0.0,0.0,0.0,-0.26195730494118874,-0.08409993986105636,-0.11779554224639127,-0.518296072671459,-0.2575232849879052,-0.1930039119963871,-0.7318724845304309,-0.38306623113645943,-0.2610699319832721,-0.9199866188415792,-0.4548123881966397,-0.32783196192642455,-0.35905909546985637,-0.9020865584841957,-0.09309500188881804,-0.4609053257473876,-1.2487396836249904,-0.17248837723049687,-0.5188213514877638,-1.4725482545428237,-0.2446960513799239,-0.560031521111048,-1.6620430020578167,-0.30065465209781994,-0.19612561804857911,-0.974831609269484,-0.10600978970892706,-0.23693067980256838,-1.3851917431068828,-0.16147864145568994,-0.25980941289485326,-1.646063844180195,-0.21334061938987986,-0.2802014713581651,-1.8497537739019505,-0.25557684556126176,-0.02799485625677263,-0.9519342003727982,-0.13887489649269172,-0.042245367715825814,-1.3347496172015554,-0.20588655168824288,-0.061635390729924924,-1.566681115792427,-0.25402810648275154,-0.09141858616325806,-1.7575702651892804,-0.2914516694936324,0.14409744509099653,-0.8482204769252876,-0.18458175691989237,0.2228115971352339,-1.1098709401455713,-0.24594613031071869,0.24891373915907447,-1.2799925077784717,-0.2733713308982058,0.25189575895524235,-1.4267335391634548,-0.29418130412004556,1.2600444569916374,1.5228497620770713,1.0773594955098418,1.7794424590740143,1.8882323513283088,1.7839155447005421,1.4783648754104264,170.36270196367343,174.79575879028016,176.23736641008156,175.34223025816775,167.99913848689758,0.19437453175969696,-0.1769381142519561,0.9648375226576545,1.0,1784743979.6748257,session_001,0
0.0,0.0,0.0,-0.266712218936656,-0.0750406980386965,-0.11429994558427196,-0.5310244233657702,-0.24687517192015143,-0.18563667099322653,-0.7508949798448857,-0.3647166524685818,-0.2503160012928715,-0.9452504104627588,-0.41653817916183494,-0.3142813595770236,-0.38327014742250864,-0.8941632400199583,-0.08875636581903734,-0.49779960445858523,-1.2423490199747862,-0.1635264434964479,-0.5629487542721239,-1.461924856208832,-0.23234151464031494,-0.611762231355077,-1.6498599075542928,-0.28518179476363453,-0.21754579340855548,-0.9707150777038442,-0.10191204879042454,-0.2606114400247888,-1.3838524506254712,-0.1503577693945899,-0.28867114695928275,-1.6492096199045516,-0.19845049790428246,-0.314207224496715,-1.851892992613268,-0.23791014280162387,-0.04967083713236997,-0.9480918069486992,-0.13434753512182132,-0.06070818014915768,-1.3319364667920623,-0.19392657269698754,-0.08472281680060717,-1.5682430894501729,-0.23908773612680423,-0.12194608851131418,-1.7550949391366208,-0.27494127018194026,0.11860464535364393,-0.842407711106703,-0.17951868333482218,0.20168921567351017,-1.0965906530845557,-0.23297065419190185,0.2257588504749579,-1.2497027964214544,-0.25377479566186734,0.22194180426777912,-1.3695053538612503,-0.2697992268777208,1.2779450833278576,1.507468992155939,1.0797106863215968,1.7825878374801647,1.8933660692174514,1.7806801498122695,1.4133629051167578,166.8859482962938,174.8350162324869,176.0777040249106,173.23067303348603,165.85662616846736,0.19289377298026802,-0.17845453472008097,0.964855414755639,1.0,1784743979.775762,session_001,0
0.0,0.0,0.0,-0.2667277700986236,-0.07162819869556394,-0.11364799495881424,-0.5326666849112863,-0.2372838202506185,-0.18301874786435476,-0.7570250011842447,-0.344041137335612,-0.2463105765604812,-0.9490405975586107,-0.3907590930629598,-0.30795017049054624,-0.3993426848291698,-0.8837690221565574,-0.07902034874456715,-0.5215537792797474,-1.2270218244449111,-0.1506331407877213,-0.5912804188110548,-1.4395619648185787,-0.21762240348760006,-0.6439617840792388,-1.6208993149973832,-0.26873318978940985,-0.23817741692869196,-0.9669945554221813,-0.0905154564095767,-0.2957347194364899,-1.37666146400983,-0.13342120588857612,-0.33336358479165373,-1.6374593799639316,-0.17706309855083152,-0.36598896771862943,-1.8350631203616972,-0.21323373482275845,-0.06806543064762699,-0.9539523445622499,-0.12234227834729719,-0.09242803567496287,-1.3399885372705946,-0.17602680473197216,-0.12182880571065662,-1.5682383257450487,-0.21711493230987888,-0.16100572803169697,-1.7482367549164002,-0.2500304566965871,0.10522278632538315,-0.8595957840169484,-0.1675040267024286,0.18189868773885165,-1.1203871102808176,-0.21627097507467338,0.2059956242020873,-1.2832310150615112,-0.23621038059328614,0.2094012801618553,-1.416213651848307,-0.25153162714939664,1.2680126259742712,1.5481368441526437,1.0715428279499368,1.764714961688684,1.8833144203424501,1.7733498879170873,1.4535398732994445,168.27200658945452,174.63429772311247,176.08713254518707,173.73413933766034,168.53040813986195,0.17806402986025818,-0.1671656834966104,0.9697158529853146,1.0,1784743979.85976,session_001,0
0.0,0.0,0.0,-0.26802150229471655,-0.06722811242396233,-0.11566492233940767,-0.5378047806651012,-0.21296851477091397,-0.19000870099800848,-0.766244249314903,-0.302200270349814,-0.2571319488955138,-0.9618024343378485,-0.34067612090646215,-0.32300733711174096,-0.4213047794614006,-0.8687269613550348,-0.09302555560754967,-0.5464525377933631,-1.2085961652313684,-0.17108379752354014,-0.6234312951251871,-1.4153366333406163,-0.24158947381075818,-0.6873291512667179,-1.5946334239978797,-0.29568905482639407,-0.2642619019804562,-0.9586458755096187,-0.10565856581493217,-0.33670301927805063,-1.3681126054600168,-0.1563806722436867,-0.38196443069160346,-1.6234440475160563,-0.20459267485396115,-0.4238165851333698,-1.823120154311456,-0.2443075181100141,-0.09246133150969496,-0.9506809410245841,-0.13784357456811516,-0.1359359918766311,-1.3330546837400679,-0.20023694886593818,-0.17250420558977925,-1.5613756079965129,-0.2454920731774293,-0.21722085044951506,-1.7477542771347485,-0.280756775516222,0.08885903882495133,-0.8606205020346247,-0.1827948367330646,0.1483756086566288,-1.1297063890287284,-0.2391613299555345,0.16732189911793813,-1.3035712102233132,-0.26234785884389167,0.16869552252011288,-1.4564214144562562,-0.2800628745655685,1.283935664137097,1.5889485257244558,1.0702606607187353,1.7614508611529174,1.8876105949839899,1.7834388910504009,1.4926676554126257,169.78101042182416,175.28708393162947,176.12097750473168,175.19566362123882,170.14799799791118,0.1731149638681169,-0.1874924137020039,0.9668907922248186,1.0,1784743979.949387,session_001,0
0.0,0.0,0.0,-0.2783879521899723,-0.04566806089102414,-0.1225440853274176,-0.5559158583582409,-0.17752275716542953,-0.20267440740794954,-0.7899428734267189,-0.2602730370764188,-0.2748532085393637,-0.9918963672798967,-0.28978904385728804,-0.34524228470255575,-0.4629786796357487,-0.8420125516605943,-0.0956669075304817,-0.6027962848118306,-1.1733464127034783,-0.17486319996628752,-0.692075396481265,-1.3758745467759328,-0.24724341667122843,-0.7692894129229202,-1.5520342301928811,-0.30442488250380084,-0.30729834178032583,-0.9454242973600845,-0.10835417435545708,-0.3984042246132211,-1.3491771833359223,-0.16314668267891147,-0.45611118952881397,-1.59841197697555,-0.21503709039313737,-0.5096226021347663,-1.8007747845161108,-0.2585401133350497,-0.13402082189806908,-0.9508619740080314,-0.14147772570644693,-0.19802672767881072,-1.3335527819044009,-0.2074908043518329,-0.24244718235178675,-1.5637732840969734,-0.2553487021717528,-0.2955218718716473,-1.7578988277068783,-0.2938200773759545,0.053278650251838824,-0.878581736347904,-0.18800322220025012,0.09498374715940756,-1.1613327427285145,-0.2458467337790925,0.10577226051907518,-1.3439640027154942,-0.27058589146278667,0.09889258845715883,-1.508453634301925,-0.29127204746361646,1.2823739029151053,1.6364219249536955,1.089508296668464,1.7587754153424915,1.8892718204003776,1.8066188593826178,1.53949716353233,168.9966855633725,174.95676545679962,175.79828554767357,176.26597447163476,171.38031603712042,0.15903724995849564,-0.19735321589153562,0.9673462985419999,1.0,1784743980.051179,session_001,0
0.0,0.0,0.0,-0.27927016331361426,-0.041288765018891366,-0.11755085356293486,-0.5596174450745885,-0.16913680535109574,-0.19163333453582804,-0.7897571867103049,-0.25529318442731924,-0.25807308671271306,-0.987102673875877,-0.2887087572819058,-0.3233029223615249,-0.46835110786388484,-0.8406500640190124,-0.08960645931565855,-0.6058435845746474,-1.1724887083886992,-0.16506260342004098,-0.6927494057959104,-1.3774991327559918,-0.2349278136973688,-0.7681395978283345,-1.5513808253783195,-0.2904395870406351,-0.31114273663573744,-0.9445738569655845,-0.1047398022529344,-0.40267066344776786,-1.3513154439620623,-0.1586177283905164,-0.4651898888641893,-1.5990272688929599,-0.21316211133559576,-0.5249555304600577,-1.7973113250727784,-0.2581319788380447,-0.13923701052435344,-0.9528054854742632,-0.13922949940512933,-0.19926682659903205,-1.3374778193298262,-0.20567850328934056,-0.2491399697405124,-1.5662761818767896,-0.2556541152823946,-0.307227508874115,-1.756551081336673,-0.2953880764949815,0.043788686195733645,-0.8808786846193518,-0.18623126370507054,0.08568972252787521,-1.160783004542243,-0.24700270267040111,0.09451518355708874,-1.3438152496186215,-0.27333922234554053,0.08678984638483814,-1.5055133807103829,-0.2942171269949716,1.2819382118618234,1.6231773224638564,1.0780766275695204,1.7553279069232979,1.8901159823392615,1.8075161297453017,1.5364461379269647,169.1373329387678,174.89826797063628,174.54954575843638,174.15506819189662,170.72541202608832,0.16691456843036984,-0.1959922780283982,0.9662952725740421,1.0,1784743980.1434422,session_001,0
0.0,0.0,0.0,-0.2760391756617745,-0.04614392287132928,-0.12169917112268566,-0.5505540747501896,-0.18148769437732384,-0.20090378648098664,-0.7826432041116137,-0.2701057015220961,-0.2714353809569367,-0.9854078151978646,-0.2998009758088131,-0.34163320890031124,-0.45266027754192945,-0.8473747923059318,-0.10300590923415583,-0.5873650224264015,-1.1838948234182933,-0.18376938998884432,-0.6738854376043542,-1.3944782094220862,-0.25610474906288366,-0.7460186248463148,-1.5742883297346342,-0.313367175354494,-0.292209994073741,-0.9489886373466264,-0.1184647017065314,-0.3806926171418241,-1.3532696045525046,-0.1773759910790968,-0.4372650755387812,-1.6003504534747814,-0.233178592488437,-0.4911774779709182,-1.8032308127792702,-0.2790058656116958,-0.11917346982714516,-0.949978525754683,-0.15310305575702635,-0.17644575710907417,-1.3349794913827988,-0.22723321195651802,-0.21479613886341475,-1.5660520344584479,-0.27815388035427446,-0.2635211436548288,-1.761733009608466,-0.31796614315808047,0.06401272630619842,-0.8722429180567546,-0.1998851978543826,0.10930955135417256,-1.1549994519968998,-0.26938261558802845,0.12748288283940606,-1.328928718825531,-0.29651513044977235,0.12413669141721807,-1.4796215308428764,-0.31702368654406754,1.2970829458544373,1.6197750408100486,1.0851831351308723,1.7700639876416628,1.8896404293061129,1.809488617950408,1.5182864718226998,167.622449257791,175.45229808654426,175.49404418308404,176.82537442855093,171.7130014662864,0.17056690025258076,-0.20818886586782745,0.9631014114136133,1.0,1784743980.230288,session_001,0
0.0,0.0,0.0,-0.26665278296688344,-0.07656868043886539,-0.11557679454681079,-0.5263962111300197,-0.2406823960486789,-0.18880317244471564,-0.7457899835885928,-0.34584700139756375,-0.254102298767178,-0.9315081212928812,-0.40040085635514633,-0.31933234416680967,-0.40200560429872345,-0.8828453561321541,-0.09361474242966428,-0.5193420872890884,-1.2280479669781588,-0.1724954980192208,-0.5962506382931569,-1.4441420995735172,-0.24727298777410647,-0.6594846595506012,-1.6244091780195538,-0.30488569886052913,-0.23999979320474674,-0.964735140367985,-0.10810276685100623,-0.29962308950512007,-1.3707061537648804,-0.1577499299015685,-0.3356288324137105,-1.6249941459314314,-0.21100895417780746,-0.3698168822251913,-1.8266463045469998,-0.25513472504761975,-0.07233923618392209,-0.942418656613872,-0.14110362638953233,-0.09797345593089787,-1.3266258336393004,-0.20090693709588098,-0.11345162271113776,-1.552240045454323,-0.2463364709807992,-0.14344372714953535,-1.7363101728399688,-0.284450560287462,0.0976021065169116,-0.8361381513260411,-0.18664672400899746,0.1595285771972306,-1.0849924228515846,-0.24345230562909614,0.1855676452400527,-1.2145445508667643,-0.26052789773300905,0.19196138660089873,-1.3141483418268811,-0.27381594885958094,1.2539544811525571,1.448858151999282,1.0630152265304562,1.7794888263730144,1.8810887741462645,1.7652935281176225,1.3560273640756493,170.44643335476295,174.68120388083824,174.95999847129278,176.38239753160235,172.30486249686007,0.19695694140693973,-0.19163986296476682,0.9614999355977455,1.0,1784743980.312232,session_001,0
0.0,0.0,0.0,-0.2562275086024125,-0.11128470990943218,-0.11729751895395947,-0.4911280599170525,-0.3138960255591287,-0.19174270823814976,-0.6954145236768859,-0.46916914287771055,-0.25875158021709616,-0.8755674349089679,-0.5534001813326962,-0.3259796463915912,-0.32656941244274795,-0.9205906932545894,-0.09850094821810505,-0.40304866954206187,-1.2903176342540106,-0.18261148355348425,-0.4443357521922375,-1.5262604475469852,-0.2583472362995558,-0.4704356730887783,-1.723788209560756,-0.31582814020502487,-0.1554523297854448,-0.9815017094590305,-0.11175404911357091,-0.16739320255403856,-1.3972463358758391,-0.16819763875331253,-0.1697325652911249,-1.6584282943962725,-0.2237537350758931,-0.17294592566970746,-1.8629248780361922,-0.2691124693903815,0.009588203842708396,-0.9448903204931746,-0.14374240068970576,0.04586811711797559,-1.323154360636565,-0.20613909919257084,0.06210789946527586,-1.5627465225322525,-0.25296848318079584,0.061150527602823655,-1.7578090183136552,-0.2910803975828975,0.16642336666663535,-0.8251698237506924,-0.18857463522049558,0.25888184061866587,-1.0738744511313305,-0.24624224685107518,0.29854034681950115,-1.2316023076341802,-0.26832344608115255,0.31703325432584845,-1.3619776929492986,-0.28525154999555236,1.2385648687626145,1.4414412142336923,1.0858788254836347,1.8145255380072591,1.8901907087892753,1.7827954817499223,1.4271866616581017,167.6516269915173,174.8609003371304,175.39975974503878,176.17295256670047,169.97929234927517,0.21000052736464594,-0.17737112677393088,0.9614776450305628,1.0,1784743980.3896246,session_001,0
0.0,0.0,0.0,-0.22920058709594102,-0.20820063781324943,-0.1465656865261103,-0.4175641559829788,-0.4962623667824902,-0.23791465702120268,-0.5591553200936829,-0.7470743503493094,-0.315205104170018,-0.6768662968510271,-0.9617053599288471,-0.3895610396997401,-0.09493452550897558,-1.003187050478979,-0.15720652016052408,-0.06727815165173154,-1.413718781006249,-0.25305258470136194,-0.04709830699740567,-1.6600838126758275,-0.3252727821702423,-0.020249600080346587,-1.8745717453528665,-0.38169059238653785,0.09080486512560478,-0.9819339116138108,-0.1660128600209075,0.23658135479755144,-1.4112851690111623,-0.2473582109587485,0.33063323932989586,-1.672467488238674,-0.3121742874443644,0.41502199689104197,-1.8863686751502071,-0.3614162908835106,0.23381305592051002,-0.8617300046562102,-0.1935089573054587,0.4106724590550772,-1.2253493846709027,-0.2940212858466683,0.5098914637233798,-1.4505599092123547,-0.35901936137087315,0.5959418268440018,-1.654638192696829,-0.4039998475365646,0.3454481785131375,-0.6618520067495317,-0.2324814964745951,0.5373423982835404,-0.8428826451971927,-0.33437619142909675,0.6527343985214779,-0.9838827147003696,-0.38071345107278515,0.7510787640824683,-1.127529489457674,-0.4094699949845628,1.1245143254116703,1.4376790690132795,1.2388635868329645,1.9131432207482775,1.9650068121529172,1.80449164213159,1.4153118865624597,177.98524208765932,176.92149584494072,176.92065784681247,177.37089949628898,166.8762062627134,0.2962595802372136,-0.1751692611844949,0.9389068063731076,1.0,1784743980.4795773,session_001,0
